round_epochs,val_loss,val_accuracy,loss,accuracy,activation,batch_size,dropout,epochs,last_activation,losses,lr,optimizer
200,16.325261154690303,0.29729729890823364,0.12399355322122574,1.0,<function relu at 0x7f266b967bf8>,6,0.30000000000000004,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.41000000000000003,<class 'keras.optimizers.Adam'>
200,15.736426871571991,0.5,0.29790934920310974,0.8333333,<function elu at 0x7f266b9679d8>,6,0.4,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.41000000000000003,<class 'keras.optimizers.Adam'>
200,165.40126529899803,0.21621622145175934,0.005546857913335164,1.0,<function elu at 0x7f266b9679d8>,4,0.0,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.23000000000000004,<class 'keras.optimizers.Adam'>
100,14.877622565636145,0.7837837934494019,0.43434126178423565,0.8333333,<function elu at 0x7f266b9679d8>,2,0.4,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.14,<class 'keras.optimizers.Nadam'>
100,53.010953490798535,0.21621622145175934,0.3383530378341675,0.6666667,<function relu at 0x7f266b967bf8>,9,0.4,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.23000000000000004,<class 'keras.optimizers.Nadam'>
200,18.611810168201053,0.662162184715271,0.3479180634021759,1.0,<function elu at 0x7f266b9679d8>,8,0.0,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.14,<class 'keras.optimizers.Adam'>
200,54.22252662761791,0.21621622145175934,0.07244273275136948,1.0,<function elu at 0x7f266b9679d8>,7,0.2,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.05,<class 'keras.optimizers.Nadam'>
100,75.14807195921202,0.21621622145175934,0.012667244377856454,1.0,<function relu at 0x7f266b967bf8>,2,0.1,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.41000000000000003,<class 'keras.optimizers.Nadam'>
100,72.26608137182288,0.21621622145175934,0.14565905928611755,1.0,<function relu at 0x7f266b967bf8>,8,0.0,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.23000000000000004,<class 'keras.optimizers.Nadam'>
100,46.319560205614245,0.21621622145175934,0.032447594217956066,1.0,<function elu at 0x7f266b9679d8>,4,0.30000000000000004,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.14,<class 'keras.optimizers.Adam'>
200,116.16473419601853,0.21621622145175934,0.027379412824908893,1.0,<function elu at 0x7f266b9679d8>,4,0.2,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.32,<class 'keras.optimizers.Adam'>
100,109.14924113170521,0.21621622145175934,0.2552531510591507,1.0,<function relu at 0x7f266b967bf8>,2,0.0,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.14,<class 'keras.optimizers.Adam'>
100,39.60403916642473,0.21621622145175934,0.1850568801164627,1.0,<function relu at 0x7f266b967bf8>,8,0.2,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.05,<class 'keras.optimizers.Adam'>
200,192.7589757249162,0.21621622145175934,0.013634830092390379,1.0,<function elu at 0x7f266b9679d8>,4,0.4,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.41000000000000003,<class 'keras.optimizers.Nadam'>
200,17.703639288206357,0.22972972691059113,0.2340068370103836,1.0,<function relu at 0x7f266b967bf8>,9,0.30000000000000004,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.14,<class 'keras.optimizers.Nadam'>
100,12.788665309018102,0.6891891956329346,0.12462100386619568,1.0,<function elu at 0x7f266b9679d8>,3,0.30000000000000004,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.23000000000000004,<class 'keras.optimizers.Adam'>
100,153.4195383690499,0.21621622145175934,0.005469533058203524,1.0,<function elu at 0x7f266b9679d8>,2,0.2,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.41000000000000003,<class 'keras.optimizers.Nadam'>
200,55.381157514211296,0.21621622145175934,0.033785720045367874,1.0,<function relu at 0x7f266b967bf8>,2,0.1,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.23000000000000004,<class 'keras.optimizers.Adam'>
100,95.1267823657474,0.21621622145175934,0.0159077113494277,1.0,<function elu at 0x7f266b9679d8>,2,0.4,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.23000000000000004,<class 'keras.optimizers.Adam'>
100,181.7473065144307,0.21621622145175934,0.03871583193540573,1.0,<function relu at 0x7f266b967bf8>,9,0.30000000000000004,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.41000000000000003,<class 'keras.optimizers.Adam'>
200,51.012139371923496,0.2702702581882477,0.8380293846130371,0.6666667,<function relu at 0x7f266b967bf8>,6,0.30000000000000004,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.14,<class 'keras.optimizers.Nadam'>
100,3.2009668891008225,0.45945945382118225,0.6770319640636444,0.5,<function relu at 0x7f266b967bf8>,2,0.30000000000000004,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.05,<class 'keras.optimizers.Nadam'>
200,73.44703550596495,0.21621622145175934,0.09001363068819046,1.0,<function elu at 0x7f266b9679d8>,8,0.2,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.23000000000000004,<class 'keras.optimizers.Nadam'>
200,40.16701654485754,0.22972972691059113,0.2536304295063019,1.0,<function relu at 0x7f266b967bf8>,9,0.0,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.41000000000000003,<class 'keras.optimizers.Adam'>
200,189.35544215021906,0.21621622145175934,0.015437076799571514,1.0,<function relu at 0x7f266b967bf8>,8,0.2,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.32,<class 'keras.optimizers.Adam'>
100,28.137731437040397,0.20270270109176636,0.17535783350467682,1.0,<function relu at 0x7f266b967bf8>,3,0.30000000000000004,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.14,<class 'keras.optimizers.Nadam'>
200,83.36425580205145,0.21621622145175934,0.008290739031508565,1.0,<function elu at 0x7f266b9679d8>,3,0.30000000000000004,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.41000000000000003,<class 'keras.optimizers.Adam'>
200,14.826868244119593,0.36486485600471497,0.1189122200012207,1.0,<function relu at 0x7f266b967bf8>,6,0.0,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.23000000000000004,<class 'keras.optimizers.Adam'>
200,222.85084245011612,0.21621622145175934,0.15869270265102386,0.8333333,<function relu at 0x7f266b967bf8>,7,0.4,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.41000000000000003,<class 'keras.optimizers.Nadam'>
100,29.894446495888367,0.21621622145175934,0.3347034951051076,1.0,<function relu at 0x7f266b967bf8>,2,0.2,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.14,<class 'keras.optimizers.Adam'>
200,207.6093910578135,0.21621622145175934,0.047275843642031155,1.0,<function relu at 0x7f266b967bf8>,2,0.4,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.05,<class 'keras.optimizers.Nadam'>
100,42.86670726054424,0.21621622145175934,0.06698345082501571,1.0,<function elu at 0x7f266b9679d8>,2,0.4,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.41000000000000003,<class 'keras.optimizers.Nadam'>
100,79.05982681867239,0.21621622145175934,0.04043723922222853,1.0,<function relu at 0x7f266b967bf8>,3,0.30000000000000004,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.41000000000000003,<class 'keras.optimizers.Adam'>
100,40.95304580638502,0.21621622145175934,0.009786899667233229,1.0,<function elu at 0x7f266b9679d8>,3,0.1,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.14,<class 'keras.optimizers.Nadam'>
200,38.3357783137141,0.2567567527294159,0.3189567029476166,1.0,<function elu at 0x7f266b9679d8>,9,0.30000000000000004,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.32,<class 'keras.optimizers.Adam'>
100,94.21867834555137,0.21621622145175934,0.5577558279037476,0.5,<function relu at 0x7f266b967bf8>,6,0.2,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.14,<class 'keras.optimizers.Adam'>
100,73.15918807725649,0.21621622145175934,0.2687295079231262,0.8333333,<function relu at 0x7f266b967bf8>,4,0.4,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.23000000000000004,<class 'keras.optimizers.Nadam'>
200,117.81714248657227,0.21621622145175934,0.0011485788272693753,1.0,<function elu at 0x7f266b9679d8>,7,0.1,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.23000000000000004,<class 'keras.optimizers.Nadam'>
