round_epochs,val_loss,val_accuracy,loss,accuracy,activation,batch_size,dropout,epochs,last_activation,losses,lr,optimizer
100,22.91937649894405,0.6756756901741028,0.017319430700643516,1.0,<function elu at 0x7f0df1f939d8>,9,0.0,100,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.32,<class 'keras.optimizers.Nadam'>
200,16.403742952926738,0.6351351141929626,0.1328329968858849,0.92424244,<function relu at 0x7f0df1f93bf8>,6,0.1,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.14,<class 'keras.optimizers.Nadam'>
100,9.050916761965365,0.6756756901741028,0.202536297284744,0.92424244,<function elu at 0x7f0df1f939d8>,9,0.4,100,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.41000000000000003,<class 'keras.optimizers.Nadam'>
200,3.71577095246018,0.662162184715271,0.2504839150263279,0.90909094,<function elu at 0x7f0df1f939d8>,4,0.4,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.23000000000000004,<class 'keras.optimizers.Adam'>
100,6.4200935879269165,0.5540540814399719,0.3716621416987795,0.93939394,<function elu at 0x7f0df1f939d8>,8,0.0,100,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.14,<class 'keras.optimizers.Adam'>
200,4.749381957676363,0.6756756901741028,0.5485925177733103,0.8030303,<function relu at 0x7f0df1f93bf8>,4,0.4,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.14,<class 'keras.optimizers.Adam'>
100,10.260022011963096,0.5810810923576355,0.1118247878638971,0.969697,<function relu at 0x7f0df1f93bf8>,7,0.30000000000000004,100,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.41000000000000003,<class 'keras.optimizers.Nadam'>
100,2.9167787432670593,0.662162184715271,0.6480658262064962,0.8181818,<function relu at 0x7f0df1f93bf8>,7,0.4,100,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.23000000000000004,<class 'keras.optimizers.Adam'>
200,16.283490795751472,0.7027027010917664,0.1253730115519526,0.90909094,<function relu at 0x7f0df1f93bf8>,4,0.4,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.41000000000000003,<class 'keras.optimizers.Adam'>
200,8.313081032521016,0.6756756901741028,0.08503813110291958,0.969697,<function elu at 0x7f0df1f939d8>,8,0.1,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.14,<class 'keras.optimizers.Adam'>
200,8.658911299061131,0.7027027010917664,0.07650945099620995,0.9848485,<function elu at 0x7f0df1f939d8>,9,0.1,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.32,<class 'keras.optimizers.Adam'>
100,12.373558299252005,0.6081081032752991,0.10160551609640772,0.9848485,<function relu at 0x7f0df1f93bf8>,3,0.0,100,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.05,<class 'keras.optimizers.Nadam'>
200,14.187432195689228,0.6891891956329346,0.20260513111045866,0.93939394,<function elu at 0x7f0df1f939d8>,7,0.1,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.14,<class 'keras.optimizers.Adam'>
200,23.09684828165415,0.6081081032752991,0.06648866403283495,0.969697,<function relu at 0x7f0df1f93bf8>,8,0.30000000000000004,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.23000000000000004,<class 'keras.optimizers.Nadam'>
200,18.84231321231739,0.1621621549129486,1.6039075207981197,0.72727275,<function relu at 0x7f0df1f93bf8>,7,0.4,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.05,<class 'keras.optimizers.Adam'>
100,8.511998666299355,0.6756756901741028,2.6314324912699787,0.7121212,<function relu at 0x7f0df1f93bf8>,9,0.30000000000000004,100,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.05,<class 'keras.optimizers.Adam'>
200,15.190940050169257,0.662162184715271,0.041024285216855236,1.0,<function elu at 0x7f0df1f939d8>,3,0.30000000000000004,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.14,<class 'keras.optimizers.Nadam'>
200,30.86042201680106,0.6351351141929626,0.13876713482507816,0.92424244,<function relu at 0x7f0df1f93bf8>,7,0.30000000000000004,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.23000000000000004,<class 'keras.optimizers.Nadam'>
200,16.987638573388796,0.6486486196517944,0.12150038519140446,0.95454544,<function elu at 0x7f0df1f939d8>,7,0.2,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.32,<class 'keras.optimizers.Nadam'>
200,17.836233258247375,0.662162184715271,0.03107536973984128,0.969697,<function elu at 0x7f0df1f939d8>,7,0.2,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.32,<class 'keras.optimizers.Nadam'>
100,20.620847677561425,0.6351351141929626,0.03198123505849666,1.0,<function relu at 0x7f0df1f93bf8>,2,0.0,100,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.05,<class 'keras.optimizers.Nadam'>
100,15.46919917013194,0.5945945978164673,0.16293919964862819,0.90909094,<function relu at 0x7f0df1f93bf8>,5,0.30000000000000004,100,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.41000000000000003,<class 'keras.optimizers.Adam'>
200,17.938541358972273,0.662162184715271,0.09366614601080844,0.95454544,<function relu at 0x7f0df1f93bf8>,5,0.1,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.32,<class 'keras.optimizers.Adam'>
100,6.63495241745802,0.6486486196517944,0.25729121019442874,0.90909094,<function relu at 0x7f0df1f93bf8>,4,0.2,100,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.05,<class 'keras.optimizers.Nadam'>
200,11.132336030688547,0.662162184715271,0.030029629017890053,1.0,<function elu at 0x7f0df1f939d8>,4,0.0,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.05,<class 'keras.optimizers.Nadam'>
200,18.91039684656504,0.6216216087341309,0.030271700244735588,1.0,<function relu at 0x7f0df1f93bf8>,8,0.0,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.05,<class 'keras.optimizers.Nadam'>
200,13.686350422936517,0.6756756901741028,0.2996486304610064,0.92424244,<function relu at 0x7f0df1f93bf8>,8,0.2,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.32,<class 'keras.optimizers.Adam'>
100,9.292129316845456,0.6486486196517944,0.20738740273835984,0.92424244,<function elu at 0x7f0df1f939d8>,6,0.4,100,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.41000000000000003,<class 'keras.optimizers.Adam'>
100,11.223898023769662,0.6351351141929626,0.6409236280755564,0.8333333,<function elu at 0x7f0df1f939d8>,5,0.2,100,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.23000000000000004,<class 'keras.optimizers.Nadam'>
200,11.386852530208794,0.6486486196517944,0.0773244521520665,0.95454544,<function elu at 0x7f0df1f939d8>,7,0.2,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.41000000000000003,<class 'keras.optimizers.Nadam'>
100,13.390293964972292,0.6351351141929626,0.05371321781510205,1.0,<function relu at 0x7f0df1f93bf8>,2,0.0,100,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.05,<class 'keras.optimizers.Adam'>
200,18.521296970690514,0.5540540814399719,0.15939761572917632,0.93939394,<function relu at 0x7f0df1f93bf8>,3,0.1,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.14,<class 'keras.optimizers.Nadam'>
100,14.351264405995607,0.6216216087341309,0.0678885486788314,1.0,<function relu at 0x7f0df1f93bf8>,5,0.0,100,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.05,<class 'keras.optimizers.Nadam'>
100,14.720323201066599,0.7027027010917664,0.2367039150505496,0.92424244,<function elu at 0x7f0df1f939d8>,3,0.1,100,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.41000000000000003,<class 'keras.optimizers.Adam'>
200,17.76589724502048,0.6351351141929626,0.045941847551148385,0.9848485,<function elu at 0x7f0df1f939d8>,7,0.0,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.41000000000000003,<class 'keras.optimizers.Nadam'>
100,19.357664884747685,0.6486486196517944,0.1956367711113258,0.93939394,<function relu at 0x7f0df1f93bf8>,6,0.30000000000000004,100,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.32,<class 'keras.optimizers.Nadam'>
200,6.253438075224868,0.7162162065505981,0.2888905673365419,0.8939394,<function elu at 0x7f0df1f939d8>,2,0.4,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.23000000000000004,<class 'keras.optimizers.Adam'>
200,44.225059412727695,0.662162184715271,0.00969877946087914,1.0,<function relu at 0x7f0df1f93bf8>,3,0.0,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.41000000000000003,<class 'keras.optimizers.Nadam'>
