round_epochs,val_loss,val_accuracy,loss,accuracy,activation,batch_size,dropout,epochs,last_activation,losses,lr,optimizer
200,49.78355170585014,0.21621622145175934,0.1806293223053217,0.9375,<function elu at 0x7f266b9679d8>,7,0.2,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.14,<class 'keras.optimizers.Adam'>
100,55.61837392398534,0.29729729890823364,2.2689775228500366,0.0625,<function relu at 0x7f266b967bf8>,4,0.30000000000000004,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.14,<class 'keras.optimizers.Adam'>
200,116.94752682866277,0.21621622145175934,0.08471577754244208,1.0,<function elu at 0x7f266b9679d8>,9,0.30000000000000004,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.14,<class 'keras.optimizers.Adam'>
200,318.77040141337625,0.21621622145175934,0.027028049691580236,1.0,<function relu at 0x7f266b967bf8>,5,0.4,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.32,<class 'keras.optimizers.Adam'>
200,103.13245135384636,0.21621622145175934,0.0017205983379540157,1.0,<function elu at 0x7f266b9679d8>,3,0.2,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.14,<class 'keras.optimizers.Nadam'>
100,175.480704539531,0.21621622145175934,0.0026450075820321217,1.0,<function relu at 0x7f266b967bf8>,4,0.4,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.32,<class 'keras.optimizers.Nadam'>
200,102.84432971799696,0.21621622145175934,0.0001035044615598224,1.0,<function elu at 0x7f266b9679d8>,3,0.0,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.32,<class 'keras.optimizers.Nadam'>
100,66.02529886606577,0.21621622145175934,0.14672740921378136,0.9375,<function elu at 0x7f266b9679d8>,6,0.2,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.23000000000000004,<class 'keras.optimizers.Nadam'>
100,24.568788953729577,0.21621622145175934,0.034118034644052386,1.0,<function elu at 0x7f266b9679d8>,6,0.1,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.32,<class 'keras.optimizers.Adam'>
200,155.3178963532319,0.21621622145175934,0.008084759412895437,1.0,<function relu at 0x7f266b967bf8>,2,0.4,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.14,<class 'keras.optimizers.Nadam'>
100,23.691030302563245,0.7837837934494019,3.376952216029167,0.0,<function relu at 0x7f266b967bf8>,9,0.1,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.14,<class 'keras.optimizers.Adam'>
100,93.63503623653102,0.21621622145175934,0.007606867530765449,1.0,<function elu at 0x7f266b9679d8>,3,0.30000000000000004,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.32,<class 'keras.optimizers.Nadam'>
100,79.08045023840828,0.21621622145175934,0.021351180563215166,1.0,<function elu at 0x7f266b9679d8>,4,0.30000000000000004,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.41000000000000003,<class 'keras.optimizers.Adam'>
100,9.336138954033723,0.5270270109176636,0.012639452324947342,1.0,<function elu at 0x7f266b9679d8>,7,0.0,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.05,<class 'keras.optimizers.Nadam'>
100,7.155370928145744,0.5540540814399719,0.7388943657279015,0.6875,<function relu at 0x7f266b967bf8>,6,0.2,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.14,<class 'keras.optimizers.Adam'>
200,236.203589568267,0.21621622145175934,0.008629930089227855,1.0,<function relu at 0x7f266b967bf8>,5,0.2,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.32,<class 'keras.optimizers.Nadam'>
200,20.003706648543073,0.2702702581882477,0.3269936889410019,0.875,<function elu at 0x7f266b9679d8>,8,0.2,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.05,<class 'keras.optimizers.Adam'>
100,174.20096309764966,0.21621622145175934,0.022777519077862962,1.0,<function elu at 0x7f266b9679d8>,5,0.2,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.41000000000000003,<class 'keras.optimizers.Nadam'>
200,126.32799633129223,0.21621622145175934,0.030200713546946645,1.0,<function relu at 0x7f266b967bf8>,4,0.1,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.32,<class 'keras.optimizers.Adam'>
200,20.4694559831877,0.20270270109176636,0.09046166017651558,1.0,<function relu at 0x7f266b967bf8>,7,0.2,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.23000000000000004,<class 'keras.optimizers.Nadam'>
200,180.22285832585516,0.21621622145175934,0.012012446080916561,1.0,<function elu at 0x7f266b9679d8>,5,0.0,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.32,<class 'keras.optimizers.Nadam'>
200,64.80401376775794,0.21621622145175934,0.04940910538425669,1.0,<function elu at 0x7f266b9679d8>,6,0.4,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.14,<class 'keras.optimizers.Nadam'>
200,68.76544967857566,0.21621622145175934,0.04147789557464421,1.0,<function elu at 0x7f266b9679d8>,7,0.2,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.32,<class 'keras.optimizers.Adam'>
100,8.593444057551489,0.7837837934494019,1.6241291388869286,0.3125,<function elu at 0x7f266b9679d8>,9,0.30000000000000004,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.05,<class 'keras.optimizers.Adam'>
200,36.6515789547482,0.21621622145175934,0.004577120518661104,1.0,<function elu at 0x7f266b9679d8>,9,0.0,200,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.14,<class 'keras.optimizers.Nadam'>
100,66.86311737266746,0.21621622145175934,0.003666467542643659,1.0,<function elu at 0x7f266b9679d8>,5,0.1,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.05,<class 'keras.optimizers.Nadam'>
100,92.23377526772988,0.21621622145175934,0.0013350046101550106,1.0,<function elu at 0x7f266b9679d8>,7,0.0,100,<function sigmoid at 0x7f266b967d08>,<function binary_crossentropy at 0x7f266ba16b70>,0.32,<class 'keras.optimizers.Nadam'>
