round_epochs,val_loss,val_accuracy,loss,accuracy,activation,batch_size,dropout,epochs,last_activation,losses,lr,optimizer
200,120.14243419750316,0.14864864945411682,0.0021596144255084937,1.0,<function elu at 0x7f0df1f939d8>,7,0.30000000000000004,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.32,<class 'keras.optimizers.Adam'>
200,96.16703672666807,0.14864864945411682,0.0013187721909465229,1.0,<function elu at 0x7f0df1f939d8>,7,0.30000000000000004,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.32,<class 'keras.optimizers.Nadam'>
100,88.88955605996621,0.14864864945411682,0.0007829506263400768,1.0,<function elu at 0x7f0df1f939d8>,4,0.2,100,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.23000000000000004,<class 'keras.optimizers.Nadam'>
200,229.0197138399691,0.14864864945411682,0.016602924724750102,1.0,<function elu at 0x7f0df1f939d8>,5,0.0,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.23000000000000004,<class 'keras.optimizers.Adam'>
100,85.66473625801704,0.14864864945411682,0.015019701278236295,1.0,<function relu at 0x7f0df1f93bf8>,6,0.2,100,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.23000000000000004,<class 'keras.optimizers.Adam'>
100,16.110287009058773,0.29729729890823364,1.6842221518357594,0.3809524,<function relu at 0x7f0df1f93bf8>,7,0.2,100,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.05,<class 'keras.optimizers.Adam'>
200,34.40291079959354,0.14864864945411682,0.0018518269422375376,1.0,<function elu at 0x7f0df1f939d8>,8,0.0,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.32,<class 'keras.optimizers.Adam'>
200,107.16065190289471,0.14864864945411682,0.07134296324144478,0.97619045,<function relu at 0x7f0df1f93bf8>,3,0.4,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.05,<class 'keras.optimizers.Nadam'>
200,164.39816861539273,0.14864864945411682,0.0009499082664666232,1.0,<function relu at 0x7f0df1f93bf8>,4,0.4,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.14,<class 'keras.optimizers.Adam'>
200,72.86170217153189,0.14864864945411682,1.7341911704840013e-05,1.0,<function elu at 0x7f0df1f939d8>,4,0.0,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.32,<class 'keras.optimizers.Nadam'>
100,12.999659458208754,0.5945945978164673,0.0857513047882267,0.97619045,<function relu at 0x7f0df1f93bf8>,2,0.4,100,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.05,<class 'keras.optimizers.Nadam'>
200,303.01853159311656,0.14864864945411682,6.95293508668852e-05,1.0,<function relu at 0x7f0df1f93bf8>,8,0.1,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.41000000000000003,<class 'keras.optimizers.Nadam'>
100,207.69651320173935,0.14864864945411682,0.024128222432669384,1.0,<function relu at 0x7f0df1f93bf8>,6,0.30000000000000004,100,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.23000000000000004,<class 'keras.optimizers.Adam'>
200,55.178672171927786,0.14864864945411682,0.006915759693670441,1.0,<function elu at 0x7f0df1f939d8>,4,0.30000000000000004,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.14,<class 'keras.optimizers.Adam'>
200,65.93582689439928,0.14864864945411682,0.0542481458341215,1.0,<function elu at 0x7f0df1f939d8>,4,0.4,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.05,<class 'keras.optimizers.Adam'>
200,212.7079900793127,0.14864864945411682,0.004894425864709514,1.0,<function relu at 0x7f0df1f93bf8>,6,0.0,200,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.14,<class 'keras.optimizers.Adam'>
100,36.30098631575301,0.14864864945411682,0.03284734657011411,1.0,<function elu at 0x7f0df1f939d8>,3,0.4,100,<function sigmoid at 0x7f0df1f93d08>,<function binary_crossentropy at 0x7f0df2045b70>,0.05,<class 'keras.optimizers.Nadam'>
